date,Change,label
2024-08-26,-22.8203125,down
2024-08-27,22.90966796875,up
2024-08-28,-32.32958984375,down
2024-08-29,-15.33984375,down
2024-08-30,35.65966796875,up
2024-09-03,-94.9599609375,down
2024-09-04,13.3896484375,up
2024-09-05,-16.669921875,down
2024-09-06,-98.91015625,down
2024-09-09,28.97998046875,up
2024-09-10,5.01025390625,up
2024-09-11,57.7099609375,up
2024-09-12,38.27978515625,up
2024-09-13,22.68017578125,up
2024-09-16,17.8798828125,up
2024-09-17,-20.9296875,down
2024-09-18,-23.42041015625,down
2024-09-19,11.01025390625,up
2024-09-20,-7.09033203125,down
2024-09-23,6.669921875,up
2024-09-24,5.27001953125,up
2024-09-25,-11.39013671875,down
2024-09-26,-16.85009765625,down
2024-09-27,-17.18994140625,down
2024-09-30,35.9599609375,up
2024-10-01,-48.97998046875,down
2024-10-02,11.39990234375,up
2024-10-03,1.75,up
2024-10-04,13.58984375,up
2024-10-07,-41.85986328125,down
2024-10-08,31.98974609375,up
2024-10-09,40.240234375,up
2024-10-10,1.68994140625,up
2024-10-11,39.93994140625,up
2024-10-14,30.0400390625,up
2024-10-15,-51.48046875,down
2024-10-16,25.89013671875,up
2024-10-17,-34.14990234375,down
2024-10-18,5.23974609375,up
2024-10-21,-3.83984375,down
2024-10-22,18.5,up
2024-10-23,-37.080078125,down
2024-10-24,-7.93994140625,down
2024-10-25,-18.6298828125,down
2024-10-28,-10.41015625,down
2024-10-29,13.23974609375,up
2024-10-30,-18.97998046875,down
2024-10-31,-69.8896484375,down
2024-11-01,5.57958984375,up
2024-11-04,-12.4599609375,down
2024-11-05,60.32958984375,up
2024-11-06,64.14990234375,up
2024-11-07,25.89013671875,up
2024-11-08,18.7802734375,up
2024-11-11,-7.509765625,down
2024-11-12,-19.60986328125,down
2024-11-13,-0.3701171875,down
2024-11-14,-40.51025390625,down
2024-11-15,-42.169921875,down
2024-11-18,19.4501953125,up
2024-11-19,46.93017578125,up
2024-11-20,2.77001953125,up
2024-11-21,8.1298828125,up
2024-11-22,24.97998046875,up
2024-11-25,-4.90966796875,down
2024-11-26,21.60009765625,up
2024-11-27,-15.36962890625,down
2024-11-29,28.39990234375,up
2024-12-02,7.0400390625,up
2024-12-03,6.90966796875,up
2024-12-04,17.10009765625,up
2024-12-05,-13.919921875,down
2024-12-06,8.89013671875,up
2024-12-09,-30.15966796875,down
2024-12-10,-22.6796875,down
2024-12-11,24.0400390625,up
2024-12-12,-23.0400390625,down
2024-12-13,-17.080078125,down
2024-12-16,10.2900390625,up
2024-12-17,-1.93994140625,down
2024-12-18,-175.48974609375,down
2024-12-19,-45.6298828125,down
2024-12-20,88.85009765625,up
2024-12-23,33.81982421875,up
2024-12-24,55.41015625,up
2024-12-26,12.61962890625,up
2024-12-27,-35.330078125,down
2024-12-30,-13.72998046875,down
2024-12-31,-38.1103515625,down
2025-01-02,-34.7099609375,down
2025-01-03,51.400390625,up
2025-01-06,-7.43017578125,down
2025-01-07,-84.22998046875,down
2025-01-08,7.58984375,up
2025-01-10,-63.31005859375,down
2025-01-13,54.2001953125,up
2025-01-14,-16.35986328125,down
2025-01-15,44.7001953125,up
2025-01-16,-26.27001953125,down
2025-01-17,1.26025390625,up
2025-01-21,35.1201171875,up
2025-01-22,4.97998046875,up
2025-01-23,42.39013671875,up
2025-01-24,-20.18994140625,down
2025-01-27,43.23974609375,up
2025-01-28,40.72998046875,up
2025-01-29,-18.39013671875,down
2025-01-30,20.419921875,up
2025-01-31,-56.26025390625,down
2025-02-03,24.919921875,up
2025-02-04,39.73974609375,up
2025-02-05,41.02978515625,up
2025-02-06,11.349609375,up
2025-02-07,-57.1396484375,down
2025-02-10,20.0400390625,up
2025-02-11,19.18017578125,up
2025-02-12,26.89013671875,up
2025-02-13,54.47998046875,up
2025-02-14,-0.89013671875,down
2025-02-18,7.97998046875,up
2025-02-19,26.39013671875,up
2025-02-20,-16.97998046875,down
2025-02-21,-100.97021484375,down
2025-02-24,-43.43994140625,down
2025-02-25,-27.47998046875,down
2025-02-26,-14.81005859375,down
2025-02-27,-120.31005859375,down
2025-02-28,97.759765625,up
2025-03-03,-118.60986328125,down
2025-03-04,-33.830078125,down
2025-03-05,61.27001953125,up
2025-03-06,-47.35009765625,down
2025-03-07,44.1904296875,up
2025-03-10,-90.81005859375,down
2025-03-11,-31.580078125,down
2025-03-12,-25.5400390625,down
2025-03-13,-72.93017578125,down
